"offspring" "father" "distance"
"M809" "M1102" 16.3699560374414
"M831" "M1551" 4.10018723290228
"M1113" "M1113" 0
"M813" "PP3" 7.94720761723939
"PP3" "M831" 20.5232527062986
"M831" "PP1" 19.9510751901992
"M244" "PP1" 17.3899023603931
"M1551" "M831" 4.10018723290228
"M1551" "M831" 4.10018723290228
"M831" "M831" 0
"M1106" "M1113" 13.5742738094301
"M815" "M1551" 16.0252645037953
"M1106" "M1112" 16.3148509998857
"M244" "M809" 12.4683596594172
"M809" "M831" 11.7162865951159
"M831" "M831" 0
"M1106" "M831" 19.856672091426
"PP1" "M813" 6.53572273152849
"PP3" "M831" 20.5232527062986
"M809" "M1102" 16.3699560374414
"M1975" "M811" 27.7110575189975
"M244" "M831" 8.30789714020571
"M815" "M1551" 16.0252645037953
"M831" "M831" 0
"M811" "M831" 11.6637467327904
"M809" "M815" 8.12584138208218
"M811" "M244" 15.426762388756
"M813" "M831" 16.7784938898924
"M1551" "PP1" 18.1927227241332
"M813" "M1975" 21.6040948177284
"M809" "M831" 11.7162865951159
"M831" "PP1" 19.9510751901992
"M1975" "M831" 30.708499740568
"M811" "M831" 11.6637467327904
"PP3" "M1113" 13.6645980697985
"M831" "M1106" 19.856672091426
"M1551" "M809" 9.25024798792298
"M811" "M831" 11.6637467327904
"M831" "M1079" 37.9969840961326
"M813" "M1551" 13.9565802132543
"M244" "M1106" 16.6865836824217
"M831" "M1102" 5.54589496097235
"M1106" "M831" 19.856672091426
"M1113" "M1106" 13.5742738094301
"M244" "PP1" 17.3899023603931
"M1106" "M831" 19.856672091426
"PP3" "M244" 17.3658010941018
"M1106" "M809" 9.56349995415966
"M1106" "M1975" 13.9368197869525
"M1975" "M244" 24.4286741605974
"M1106" "PP1" 1.49482186150384
"M811" "M813" 7.3234175609759
"M1079" "M1113" 55.5922883933455
"M1551" "M1113" 15.981544786647
"M813" "M1979" 25.8836108624991
"M1106" "M1112" 16.3148509998857
"M1106" "CXSGT" 44.0695158106094
"M1113" "PP3" 13.6645980697985
"M831" "M813" 16.7784938898924
"M809" "M1975" 22.8857382065525
"M1551" "M1106" 18.3934698808462
"M811" "M1551" 7.92123390505027
"PP3" "M831" 20.5232527062986
"M1979" "M815" 27.012935103417
"M831" "M831" 0
"M1979" "M1102" 39.9837394549672
"M811" "M1102" 17.0842971814746
"M1551" "M831" 4.10018723290228
"M831" "M809" 11.7162865951159
"M1979" "M1102" 39.9837394549672
"M244" "M809" 12.4683596594172
"M809" "PP1" 9.11055069512377
"M811" "M1106" 14.011732679521
"M809" "M1551" 9.25024798792298
"M1106" "M1975" 13.9368197869525
"M1106" "M1975" 13.9368197869525
"CXSGT" "M809" 42.3933137125432
"M1113" "M831" 19.6655651724171
"M244" "M831" 8.30789714020571
"M815" "M1106" 10.1960279416473
"M244" "M811" 15.426762388756
"M1551" "M244" 10.9201582343377
"M811" "M831" 11.6637467327904
"M1975" "M831" 30.708499740568
"M1102" "PP3" 23.9162237629458
"M831" "M831" 0
"M244" "PP1" 17.3899023603931
"M1113" "M1979" 30.2586760288438
"M809" "M1975" 22.8857382065525
"M1975" "M831" 30.708499740568
"M811" "M813" 7.3234175609759
"M831" "PP3" 20.5232527062986
"M811" "M809" 5.04395856330814
"M1112" "M831" 17.3340569387504
"M1113" "M1079" 55.5922883933455
"M809" "M1113" 9.71938617752328
"M831" "M1106" 19.856672091426
"M813" "M244" 17.1306521558171
"M811" "M1979" 32.8431564531087
"M831" "M831" 0
"M1106" "M1106" 0
"PP1" "M831" 19.9510751901992
"PP1" "PP3" 1.46074543047808
"CXSGT" "M831" 34.9001943046478
"M1979" "M831" 37.8443330066904
"M1975" "M813" 21.6040948177284
"M1106" "M1102" 23.2286243111935
"M815" "M1112" 7.05173232994021
"M809" "M831" 11.7162865951159
"M831" "M831" 0
"M815" "M244" 20.4762979870851
"M1106" "M815" 10.1960279416473
"M1079" "PP1" 48.9876596920698
"M831" "M813" 16.7784938898924
"M1551" "PP1" 18.1927227241332
"M809" "M831" 11.7162865951159
"M1106" "M1106" 0
"M244" "PP1" 17.3899023603931
"M831" "M831" 0
"M244" "M1102" 7.83777558222255
"M1551" "M815" 16.0252645037953
"M815" "M1079" 53.8147865477219
"M1551" "M1102" 9.63787106891374
"M813" "PP1" 6.53572273152849
"M831" "M831" 0
"M815" "M813" 3.52767083150872
"M1551" "M809" 9.25024798792298
"M809" "M811" 5.04395856330814
"M813" "M244" 17.1306521558171
"M1112" "M1102" 22.8470380510431
"M809" "CXSGT" 42.3933137125432
"M1113" "M815" 3.42377667875592
"M1975" "M831" 30.708499740568
"M809" "M831" 11.7162865951159
"M811" "M811" 0
"M1106" "M1106" 0
"M1106" "M1112" 16.3148509998857
"M811" "M1113" 8.06088759481384
"PP3" "PP1" 1.46074543047808
"M831" "PP3" 20.5232527062986
"M811" "M1102" 17.0842971814746
"M1102" "M1079" 32.6443132842583
"M811" "M813" 7.3234175609759
"PP3" "M1079" 48.3881871204452
"M813" "M809" 5.12703685774854
"M811" "M831" 11.6637467327904
"M813" "M244" 17.1306521558171
"M831" "M1102" 5.54589496097235
"M831" "M831" 0
"M1106" "M831" 19.856672091426
"M813" "M831" 16.7784938898924
"PP3" "M831" 20.5232527062986
"M244" "M813" 17.1306521558171
"M1113" "PP1" 12.204593059158
"M1979" "M1079" 55.8423330585033
"PP3" "M831" 20.5232527062986
"M815" "M831" 19.2931722976415
"PP1" "M831" 19.9510751901992
"M1113" "M831" 19.6655651724171
"M811" "M831" 11.6637467327904
"M1551" "M1113" 15.981544786647
"M244" "M815" 20.4762979870851
"M809" "M1113" 9.71938617752328
"M244" "M1551" 10.9201582343377
"M831" "M831" 0
"M244" "M1113" 22.1460384712601
"M1551" "M1975" 30.5424764947915
"M831" "M1551" 4.10018723290228
"M809" "M813" 5.12703685774854
"M809" "PP3" 10.1137000049714
"M1106" "M244" 16.6865836824217
"M813" "M831" 16.7784938898924
"M1975" "M1079" 47.5454478262668
"M1551" "M1979" 37.0604390946627
"M831" "M813" 16.7784938898924
"M1551" "M813" 13.9565802132543
"M831" "M831" 0
"M809" "M831" 11.7162865951159
"PP3" "M815" 10.2597813910671
"M1975" "M809" 22.8857382065525
"M811" "PP1" 13.2396632190457
"M1113" "M244" 22.1460384712601
"M1079" "M1551" 42.0490134810415
"M815" "M831" 19.2931722976415
"M1551" "M1551" 0
"M244" "PP3" 17.3658010941018
"M811" "M1102" 17.0842971814746
"PP1" "M811" 13.2396632190457
"M1113" "M831" 19.6655651724171
"M244" "M1975" 24.4286741605974
"M831" "M1551" 4.10018723290228
"M1106" "M831" 19.856672091426
"M1106" "PP3" 0.688501335647245
"M1079" "M1113" 55.5922883933455
"M1975" "M813" 21.6040948177284
"CXSGT" "M831" 34.9001943046478
"M831" "M831" 0
"M811" "M1106" 14.011732679521
"M811" "M831" 11.6637467327904
"PP3" "M831" 20.5232527062986
"M809" "PP3" 10.1137000049714
"M831" "M831" 0
"M1079" "M815" 53.8147865477219
"M811" "M831" 11.6637467327904
"M1113" "M831" 19.6655651724171
"M1551" "M813" 13.9565802132543
"M1106" "M1106" 0
"M1079" "M1106" 47.8198898712724
"PP1" "M831" 19.9510751901992
"M809" "M1551" 9.25024798792298
"M244" "M1975" 24.4286741605974
"M1975" "M244" 24.4286741605974
"M244" "M1106" 16.6865836824217
"M811" "M1975" 27.7110575189975
"M1551" "M831" 4.10018723290228
"M831" "M1079" 37.9969840961326
"M831" "M831" 0
"M831" "M815" 19.2931722976415
"PP1" "M815" 8.80214970369225
"M831" "M1979" 37.8443330066904
"M1979" "M811" 32.8431564531087
"M1113" "PP3" 13.6645980697985
"M815" "PP1" 8.80214970369225
"M1975" "M809" 22.8857382065525
"M1079" "M244" 33.4468897828314
"M1975" "M831" 30.708499740568
"M831" "M831" 0
"M811" "M244" 15.426762388756
"M1106" "M811" 14.011732679521
"M809" "M831" 11.7162865951159
"M809" "M1979" 28.5057333918806
"M831" "M813" 16.7784938898924
"M1079" "M811" 48.5408997560189
"M811" "M244" 15.426762388756
"M1102" "M1106" 23.2286243111935
"M809" "M809" 0
"PP3" "M1113" 13.6645980697985
"M1079" "CXSGT" 3.8245899547104
"PP3" "PP3" 0
"M1551" "M809" 9.25024798792298
"M813" "M813" 0
"M1113" "M831" 19.6655651724171
"M813" "M1106" 7.69070732401602
"M811" "M811" 0
"M813" "M831" 16.7784938898924
"M813" "M1106" 7.69070732401602
"M831" "M1079" 37.9969840961326
"M831" "M811" 11.6637467327904
"M811" "M1975" 27.7110575189975
"M831" "M831" 0
"M831" "M244" 8.30789714020571
"M831" "M831" 0
"M809" "PP3" 10.1137000049714
"M1106" "M1079" 47.8198898712724
"M811" "M1106" 14.011732679521
"M831" "CXSGT" 34.9001943046478
"CXSGT" "M244" 29.964056248578
"M811" "M244" 15.426762388756
"M1551" "M1113" 15.981544786647
"M831" "M1975" 30.708499740568
"CXSGT" "M1975" 43.7433061467208
"M809" "M831" 11.7162865951159
"M811" "PP1" 13.2396632190457
"M1975" "M244" 24.4286741605974
"M1102" "M831" 5.54589496097235
"M809" "M831" 11.7162865951159
"M811" "M831" 11.6637467327904
"M1979" "M1102" 39.9837394549672
"M831" "PP3" 20.5232527062986
"M813" "M831" 16.7784938898924
"M1551" "M809" 9.25024798792298
"M1975" "M831" 30.708499740568
"M831" "PP1" 19.9510751901992
"M1112" "M1975" 30.2094397941172
"M815" "M244" 20.4762979870851
"M1551" "M1106" 18.3934698808462
"M244" "M1079" 33.4468897828314
"M1979" "M1975" 8.55429663054313
"M831" "M1106" 19.856672091426
"M815" "M1113" 3.42377667875592
"PP3" "M809" 10.1137000049714
"M831" "CXSGT" 34.9001943046478
"M815" "M1551" 16.0252645037953
"M831" "M831" 0
"M815" "M244" 20.4762979870851
"M813" "M831" 16.7784938898924
"PP3" "PP3" 0
"M1113" "M1079" 55.5922883933455
"M1551" "M1975" 30.5424764947915
"M1079" "M244" 33.4468897828314
"M1106" "M831" 19.856672091426
"M1106" "M1113" 13.5742738094301
"PP1" "M811" 13.2396632190457
"M815" "M811" 8.42797943036301
"M244" "CXSGT" 29.964056248578
"M831" "M831" 0
"M1102" "M813" 21.495518657887
"M811" "PP3" 14.4642104425641
"M1551" "M1975" 30.5424764947915
"M815" "M831" 19.2931722976415
"M813" "M809" 5.12703685774854
"M1079" "M813" 50.3723815805182
"M811" "M1975" 27.7110575189975
"M1102" "M831" 5.54589496097235
"M1106" "M831" 19.856672091426
"M1979" "PP3" 18.4266183942294
"M1079" "M813" 50.3723815805182
"M1079" "M1112" 54.5189666021221
"M1975" "M809" 22.8857382065525
"PP3" "M831" 20.5232527062986
"M813" "M831" 16.7784938898924
"PP1" "M809" 9.11055069512377
"M831" "M1975" 30.708499740568
"M1551" "M831" 4.10018723290228
"M831" "M1102" 5.54589496097235
"M1106" "M831" 19.856672091426
"M813" "M813" 0
"M809" "M811" 5.04395856330814
"M1102" "M831" 5.54589496097235
"M831" "M831" 0
"M813" "M813" 0
"M831" "M1102" 5.54589496097235
"M811" "M831" 11.6637467327904
"M811" "M831" 11.6637467327904
"PP3" "M1112" 16.5519194470443
"M811" "M831" 11.6637467327904
"M1079" "M1113" 55.5922883933455
"M1112" "M831" 17.3340569387504
"M1975" "PP3" 13.6591725309532
"M831" "M831" 0
"M811" "M1106" 14.011732679521
"M831" "M244" 8.30789714020571
"M811" "M809" 5.04395856330814
"M1102" "M813" 21.495518657887
"M1102" "M831" 5.54589496097235
"M1975" "M1979" 8.55429663054313
"M244" "M1551" 10.9201582343377
"M1079" "M831" 37.9969840961326
"PP3" "M1979" 18.4266183942294
"M1106" "M811" 14.011732679521
"M1106" "M1106" 0
"M1551" "CXSGT" 38.9093436386906
"M1106" "M831" 19.856672091426
"PP3" "M1106" 0.688501335647245
"PP3" "M244" 17.3658010941018
"M1102" "M1106" 23.2286243111935
"M809" "PP3" 10.1137000049714
"M1113" "M831" 19.6655651724171
"M1106" "M1079" 47.8198898712724
"M1079" "M811" 48.5408997560189
"PP1" "M1102" 23.6158002264732
"M1106" "M1975" 13.9368197869525
"M831" "M1979" 37.8443330066904
"M244" "M1102" 7.83777558222255
"PP1" "M1079" 48.9876596920698
"M809" "M1113" 9.71938617752328
"M831" "M831" 0
"M1106" "PP3" 0.688501335647245
"M1102" "M809" 16.3699560374414
"PP3" "PP1" 1.46074543047808
"M831" "M244" 8.30789714020571
"M1551" "M244" 10.9201582343377
"PP3" "PP1" 1.46074543047808
"PP1" "M1975" 15.0921392726624
"M831" "M244" 8.30789714020571
"PP1" "M1102" 23.6158002264732
"M1112" "M811" 5.97825228274849
"M831" "M1106" 19.856672091426
"M1113" "M1106" 13.5742738094301
"PP1" "M244" 17.3899023603931
"M831" "M1979" 37.8443330066904
"M1551" "M831" 4.10018723290228
"PP1" "M1106" 1.49482186150384
"M1102" "M831" 5.54589496097235
"CXSGT" "M244" 29.964056248578
"M1975" "M831" 30.708499740568
"PP3" "M1113" 13.6645980697985
"M1106" "M1975" 13.9368197869525
"PP1" "M1551" 18.1927227241332
"PP1" "PP1" 0
"M1975" "M813" 21.6040948177284
"M815" "M831" 19.2931722976415
"M1079" "PP3" 48.3881871204452
"M1106" "M1975" 13.9368197869525
"M1975" "M811" 27.7110575189975
"M831" "M831" 0
"PP1" "M811" 13.2396632190457
"PP1" "M244" 17.3899023603931
"M1079" "M811" 48.5408997560189
"M1551" "PP1" 18.1927227241332
